sales_id,order_id,item_name_id,quantity,unit_price,overall_price,size,category,components,item_name,employee_id
SI_11136,OR_11136,item_11236,719,83.61,60115.59,M,Category A,"Holders, Switches, Fan",figure,emp_442
SI_11137,OR_11137,item_11237,302,571.52,172599.04,XL,Category A,"Ceiling Rose, Fan, Switches, LED Bulb, Holders, Main Switch, Socket/Outlet plug",explain,emp_436
SI_11138,OR_11138,item_11238,337,70.01,23593.37,L,Category C,"Cables, Fan, Switches, Socket/Outlet plug, LED Bulb",he,emp_875
SI_11139,OR_11139,item_11239,557,808.01,450061.57,XL,Category A,"Socket/Outlet plug, Main Switch, LED Bulb, Switches, Ceiling Rose, Fan",various,emp_1358
SI_11140,OR_11140,item_11240,172,896.02,154115.44,M,Category A,"Switches, LED Bulb, Main Switch, Fan, Socket/Outlet plug, Cables, Ceiling Rose",organization,emp_150
SI_11141,OR_11141,item_11241,129,369.89,47715.81,XXL,Category C,"Cables, LED Bulb, Holders, Ceiling Rose, Socket/Outlet plug, Main Switch",point,emp_196
SI_11142,OR_11142,item_11242,785,252.24,198008.4,M,Category A,"Switches, Holders",send,emp_2060
SI_11143,OR_11143,item_11243,593,288.73,171216.89,L,Category B,"Socket/Outlet plug, Ceiling Rose",law,emp_2703
SI_11144,OR_11144,item_11244,820,87.8,71996.0,M,Category B,"Holders, Ceiling Rose, Fan, Switches, Main Switch, Cables",magazine,emp_1996
SI_11145,OR_11145,item_11245,559,148.57,83050.63,M,Category C,"Fan, Holders, Main Switch, LED Bulb",into,emp_1136
SI_11146,OR_11146,item_11246,201,637.14,128065.14,L,Category C,"Holders, Socket/Outlet plug, Fan",visit,emp_2633
SI_11147,OR_11147,item_11247,284,775.66,220287.44,S,Category A,"Fan, Socket/Outlet plug, LED Bulb, Holders",Mr,emp_1292
SI_11148,OR_11148,item_11248,852,386.76,329519.52,XXL,Category C,"Cables, Ceiling Rose, Socket/Outlet plug, Holders, LED Bulb",suddenly,emp_1350
SI_11149,OR_11149,item_11249,560,473.53,265176.8,S,Category A,"Main Switch, LED Bulb, Cables, Fan, Socket/Outlet plug",rich,emp_2225
SI_11150,OR_11150,item_11250,808,772.58,624244.64,L,Category A,"Ceiling Rose, Cables, LED Bulb",create,emp_385
SI_11151,OR_11151,item_11251,607,31.07,18859.49,XXL,Category C,"Holders, Ceiling Rose, Fan",certainly,emp_940
SI_11152,OR_11152,item_11252,342,178.54,61060.68,XL,Category C,"Main Switch, Switches, Ceiling Rose, Fan, Socket/Outlet plug, LED Bulb",should,emp_1451
SI_11153,OR_11153,item_11253,180,713.96,128512.8,XXL,Category A,"Ceiling Rose, Holders, Switches, Cables, Socket/Outlet plug, LED Bulb, Fan, Main Switch",executive,emp_473
SI_11154,OR_11154,item_11254,973,413.05,401897.65,XXL,Category B,"Main Switch, Fan, Socket/Outlet plug, Cables, LED Bulb, Switches, Holders",attorney,emp_881
SI_11155,OR_11155,item_11255,710,207.81,147545.1,M,Category B,"Socket/Outlet plug, Switches, Ceiling Rose, Main Switch",watch,emp_1854
SI_11156,OR_11156,item_11256,461,124.37,57334.57,XXL,Category A,"LED Bulb, Fan, Cables, Ceiling Rose",value,emp_1955
SI_11157,OR_11157,item_11257,310,106.41,32987.1,XL,Category C,"Main Switch, Fan, Switches, LED Bulb, Holders, Cables",smile,emp_623
SI_11158,OR_11158,item_11258,871,356.16,310215.36,XL,Category B,"Main Switch, Switches, Socket/Outlet plug, Ceiling Rose, LED Bulb, Cables",top,emp_2298
SI_11159,OR_11159,item_11259,461,563.77,259897.97,L,Category C,"Main Switch, Holders, LED Bulb, Switches, Fan, Socket/Outlet plug, Ceiling Rose, Cables",she,emp_261
SI_11160,OR_11160,item_11260,532,605.47,322110.04,L,Category C,"Switches, Holders",area,emp_504
SI_11161,OR_11161,item_11261,725,467.11,338654.75,S,Category B,"LED Bulb, Fan, Holders, Switches, Ceiling Rose",realize,emp_1307
SI_11162,OR_11162,item_11262,424,761.96,323071.04,S,Category B,"Ceiling Rose, Socket/Outlet plug",tend,emp_866
SI_11163,OR_11163,item_11263,293,904.28,264954.04,M,Category B,"Main Switch, Ceiling Rose",top,emp_1657
SI_11164,OR_11164,item_11264,220,722.07,158855.4,L,Category A,"Socket/Outlet plug, Fan, Ceiling Rose, Cables, LED Bulb, Switches, Main Switch",line,emp_1878
SI_11165,OR_11165,item_11265,565,285.78,161465.7,XXL,Category B,"Socket/Outlet plug, Ceiling Rose",low,emp_1405
SI_11166,OR_11166,item_11266,971,645.06,626353.26,XXL,Category C,"Main Switch, Switches, Fan, Ceiling Rose, LED Bulb, Socket/Outlet plug, Cables",else,emp_564
SI_11167,OR_11167,item_11267,626,739.86,463152.36,XL,Category C,"LED Bulb, Cables, Main Switch, Switches, Ceiling Rose, Socket/Outlet plug",get,emp_2424
SI_11168,OR_11168,item_11268,639,410.6,262373.4,L,Category A,"Switches, Fan, Socket/Outlet plug, Holders, LED Bulb, Main Switch",different,emp_2574
SI_11169,OR_11169,item_11269,889,543.67,483322.63,L,Category C,"Fan, Cables, Main Switch, Ceiling Rose, LED Bulb, Holders, Socket/Outlet plug",meet,emp_153
SI_11170,OR_11170,item_11270,299,625.33,186973.67,S,Category A,Switches,us,emp_1726
SI_11171,OR_11171,item_11271,505,471.78,238248.9,L,Category B,"Cables, LED Bulb, Fan, Socket/Outlet plug, Ceiling Rose, Switches",program,emp_112
SI_11172,OR_11172,item_11272,521,914.94,476683.74,S,Category C,"LED Bulb, Fan",no,emp_1750
SI_11173,OR_11173,item_11273,234,824.39,192907.26,XXL,Category B,"Ceiling Rose, Main Switch, Switches, Fan",space,emp_1363
SI_11174,OR_11174,item_11274,804,547.09,439860.36,L,Category C,Switches,positive,emp_2550
SI_11175,OR_11175,item_11275,191,736.66,140702.06,XL,Category C,"Ceiling Rose, LED Bulb",hope,emp_872
SI_11176,OR_11176,item_11276,697,544.12,379251.64,XXL,Category C,"Main Switch, Ceiling Rose",reveal,emp_1486
SI_11177,OR_11177,item_11277,704,378.6,266534.4,XL,Category B,"LED Bulb, Main Switch, Ceiling Rose, Fan, Holders, Socket/Outlet plug, Switches, Cables",rule,emp_1685
SI_11178,OR_11178,item_11278,177,957.32,169445.64,S,Category A,"Ceiling Rose, Socket/Outlet plug, Switches",debate,emp_434
SI_11179,OR_11179,item_11279,556,724.86,403022.16,XXL,Category B,Switches,next,emp_2637
SI_11180,OR_11180,item_11280,710,802.02,569434.2,XXL,Category B,"Fan, LED Bulb, Socket/Outlet plug, Switches, Ceiling Rose, Holders",morning,emp_2519
SI_11181,OR_11181,item_11281,743,415.36,308612.48,XL,Category A,"LED Bulb, Socket/Outlet plug, Ceiling Rose, Main Switch, Cables",water,emp_1296
SI_11182,OR_11182,item_11282,241,247.37,59616.17,XXL,Category A,Socket/Outlet plug,PM,emp_1029
SI_11183,OR_11183,item_11283,797,955.15,761254.55,XL,Category B,"Holders, Cables, Socket/Outlet plug, Switches, Main Switch, LED Bulb, Ceiling Rose",hope,emp_237
SI_11184,OR_11184,item_11284,970,902.41,875337.7,S,Category B,Holders,body,emp_2137
SI_11185,OR_11185,item_11285,656,601.16,394360.96,S,Category B,"Socket/Outlet plug, Ceiling Rose, Holders, LED Bulb, Main Switch, Fan, Switches",deep,emp_763
SI_11186,OR_11186,item_11286,440,726.05,319462.0,XXL,Category A,"Holders, Socket/Outlet plug, Cables, LED Bulb, Switches, Ceiling Rose, Fan",action,emp_1824
SI_11187,OR_11187,item_11287,532,610.63,324855.16,M,Category A,"LED Bulb, Main Switch, Ceiling Rose, Cables",so,emp_1687
SI_11188,OR_11188,item_11288,873,928.36,810458.28,XXL,Category A,"Socket/Outlet plug, Main Switch, Holders, Ceiling Rose, LED Bulb, Switches, Fan, Cables",community,emp_1486
SI_11189,OR_11189,item_11289,473,697.64,329983.72,L,Category C,"Switches, Holders, Main Switch, Fan, Ceiling Rose",drive,emp_1557
SI_11190,OR_11190,item_11290,645,634.78,409433.1,L,Category B,"Ceiling Rose, Socket/Outlet plug, Cables, Switches, Holders, Main Switch, LED Bulb, Fan",defense,emp_2066
SI_11191,OR_11191,item_11291,605,980.3,593081.5,XXL,Category B,"Holders, Socket/Outlet plug, Ceiling Rose, Switches, LED Bulb, Main Switch, Fan, Cables",program,emp_723
SI_11192,OR_11192,item_11292,726,609.19,442271.94,S,Category C,"Holders, Socket/Outlet plug, Main Switch, Cables, Ceiling Rose, Fan, Switches, LED Bulb",best,emp_1060
SI_11193,OR_11193,item_11293,180,514.83,92669.4,XL,Category B,"Main Switch, Fan, Socket/Outlet plug",range,emp_2504
SI_11194,OR_11194,item_11294,314,360.0,113040.0,S,Category C,"Fan, Switches, Holders, Cables, LED Bulb, Socket/Outlet plug, Ceiling Rose",public,emp_1584
SI_11195,OR_11195,item_11295,668,602.12,402216.16,XL,Category C,"Ceiling Rose, Fan, Main Switch, Cables, Switches, Holders",state,emp_2328
SI_11196,OR_11196,item_11296,437,863.03,377144.11,XL,Category C,Fan,trade,emp_507
SI_11197,OR_11197,item_11297,938,410.81,385339.78,M,Category B,"Ceiling Rose, Switches, Cables, Holders, Socket/Outlet plug, LED Bulb",out,emp_848
SI_11198,OR_11198,item_11298,390,955.63,372695.7,S,Category B,"Main Switch, Socket/Outlet plug",matter,emp_2264
SI_11199,OR_11199,item_11299,701,629.28,441125.28,L,Category B,"Holders, Ceiling Rose, Cables",hot,emp_1728
SI_11200,OR_11200,item_11300,458,915.58,419335.64,S,Category B,"LED Bulb, Holders, Ceiling Rose, Main Switch, Cables, Fan",address,emp_1040
SI_11201,OR_11201,item_11301,911,885.34,806544.74,M,Category A,"Fan, Cables, Ceiling Rose, Switches, Main Switch, LED Bulb",dog,emp_579
SI_11202,OR_11202,item_11302,949,75.35,71507.15,L,Category B,"Ceiling Rose, Fan, Switches",improve,emp_667
SI_11203,OR_11203,item_11303,768,23.75,18240.0,M,Category B,Ceiling Rose,top,emp_416
SI_11204,OR_11204,item_11304,378,292.98,110746.44,XXL,Category C,"Cables, Fan, Holders, Switches, Ceiling Rose, Main Switch, LED Bulb, Socket/Outlet plug",economic,emp_854
SI_11205,OR_11205,item_11305,677,474.13,320986.01,XL,Category B,"Socket/Outlet plug, Switches, Holders",defense,emp_2499
SI_11206,OR_11206,item_11306,990,474.79,470042.1,S,Category B,"Main Switch, Cables, Socket/Outlet plug, LED Bulb",water,emp_2650
SI_11207,OR_11207,item_11307,841,599.72,504364.52,XL,Category C,"Cables, Main Switch, Switches",in,emp_1516
SI_11208,OR_11208,item_11308,307,498.45,153024.15,S,Category C,"Socket/Outlet plug, Main Switch",information,emp_143
SI_11209,OR_11209,item_11309,458,236.28,108216.24,XXL,Category A,"Ceiling Rose, Fan, Socket/Outlet plug, LED Bulb",position,emp_2277
SI_11210,OR_11210,item_11310,989,122.21,120865.69,XXL,Category C,"Switches, Fan, Cables",certainly,emp_156
SI_11211,OR_11211,item_11311,185,964.08,178354.8,L,Category C,"Switches, Holders, Ceiling Rose, Fan, Cables",listen,emp_1548
SI_11212,OR_11212,item_11312,965,972.74,938694.1,XXL,Category B,"Main Switch, Holders, LED Bulb, Switches, Fan, Socket/Outlet plug, Cables, Ceiling Rose",view,emp_169
SI_11213,OR_11213,item_11313,301,397.04,119509.04,L,Category B,Fan,include,emp_2573
SI_11214,OR_11214,item_11314,383,982.1,376144.3,XL,Category A,"LED Bulb, Main Switch, Socket/Outlet plug, Holders, Cables",bank,emp_1753
SI_11215,OR_11215,item_11315,358,756.32,270762.56,S,Category C,"Switches, Cables, Socket/Outlet plug, LED Bulb, Ceiling Rose, Holders",machine,emp_2694
SI_11216,OR_11216,item_11316,801,720.23,576904.23,L,Category A,"Holders, Fan, Main Switch, LED Bulb, Ceiling Rose, Switches, Socket/Outlet plug",believe,emp_1765
SI_11217,OR_11217,item_11317,420,755.59,317347.8,L,Category B,"Holders, Ceiling Rose, Switches, Main Switch, Fan, LED Bulb, Socket/Outlet plug",kind,emp_1305
SI_11218,OR_11218,item_11318,660,995.83,657247.8,XL,Category A,"Holders, LED Bulb, Fan, Ceiling Rose, Main Switch, Socket/Outlet plug, Cables",me,emp_355
SI_11219,OR_11219,item_11319,627,796.31,499286.37,S,Category A,"Switches, Ceiling Rose",kitchen,emp_2079
SI_11220,OR_11220,item_11320,390,659.96,257384.4,XXL,Category C,"Ceiling Rose, Cables, Switches, Fan, LED Bulb, Holders, Main Switch, Socket/Outlet plug",land,emp_2436
SI_11221,OR_11221,item_11321,156,767.49,119728.44,XXL,Category C,"Fan, Switches, Holders, Socket/Outlet plug, Cables",difference,emp_2350
SI_11222,OR_11222,item_11322,552,292.36,161382.72,L,Category A,"LED Bulb, Holders",green,emp_1868
SI_11223,OR_11223,item_11323,780,297.68,232190.4,M,Category C,"Socket/Outlet plug, Main Switch, Fan, Holders, Ceiling Rose, LED Bulb, Cables, Switches",hot,emp_999
SI_11224,OR_11224,item_11324,662,186.02,123145.24,S,Category C,"Fan, Switches, Socket/Outlet plug, Cables",after,emp_1972
SI_11225,OR_11225,item_11325,762,700.49,533773.38,XL,Category A,"Fan, Holders, Switches, Cables, LED Bulb, Ceiling Rose",ever,emp_2580
SI_11226,OR_11226,item_11326,816,21.43,17486.88,L,Category C,Main Switch,special,emp_2562
SI_11227,OR_11227,item_11327,117,527.28,61691.76,XL,Category A,"Holders, Fan, Socket/Outlet plug, Switches, Main Switch, LED Bulb",foreign,emp_1505
SI_11228,OR_11228,item_11328,741,849.05,629146.05,L,Category C,"Main Switch, Fan, Ceiling Rose, LED Bulb, Holders, Switches",wind,emp_208
SI_11229,OR_11229,item_11329,192,759.95,145910.4,XL,Category A,"LED Bulb, Main Switch, Ceiling Rose, Cables, Switches",return,emp_2506
SI_11230,OR_11230,item_11330,361,35.17,12696.37,XXL,Category C,"Socket/Outlet plug, Cables, LED Bulb, Fan, Ceiling Rose, Switches",approach,emp_2393
SI_11231,OR_11231,item_11331,487,101.15,49260.05,L,Category C,"Switches, Main Switch, Holders, LED Bulb",bill,emp_2136
SI_11232,OR_11232,item_11332,977,622.22,607908.94,XXL,Category A,"Switches, Holders, Cables, Fan, Ceiling Rose, LED Bulb, Socket/Outlet plug",eat,emp_1420
SI_11233,OR_11233,item_11333,567,215.63,122262.21,L,Category A,"Main Switch, Ceiling Rose, Cables, Socket/Outlet plug, Fan, Holders, LED Bulb, Switches",example,emp_1119
SI_11234,OR_11234,item_11334,922,492.93,454481.46,M,Category A,Cables,science,emp_2489
SI_11235,OR_11235,item_11335,330,490.81,161967.3,S,Category B,"Cables, Ceiling Rose",eye,emp_341
SI_11236,OR_11236,item_11336,610,922.6,562786.0,XXL,Category B,"Main Switch, Cables, Fan, Ceiling Rose, LED Bulb, Switches, Socket/Outlet plug, Holders",according,emp_1697
SI_11237,OR_11237,item_11337,765,408.84,312762.6,L,Category C,"LED Bulb, Main Switch, Cables, Ceiling Rose, Switches",sense,emp_287
SI_11238,OR_11238,item_11338,821,145.95,119824.95,M,Category B,"Cables, Switches, Fan, Holders",face,emp_656
SI_11239,OR_11239,item_11339,640,738.56,472678.4,XL,Category A,Holders,local,emp_1882
SI_11240,OR_11240,item_11340,539,277.76,149712.64,XXL,Category B,LED Bulb,author,emp_2313
SI_11241,OR_11241,item_11341,504,69.38,34967.52,S,Category C,"LED Bulb, Socket/Outlet plug, Switches, Cables, Fan, Ceiling Rose, Holders, Main Switch",project,emp_1382
SI_11242,OR_11242,item_11342,374,701.92,262518.08,S,Category C,"Fan, Main Switch",like,emp_2354
SI_11243,OR_11243,item_11343,547,131.7,72039.9,S,Category B,"Ceiling Rose, Holders, Socket/Outlet plug, Switches, LED Bulb, Cables",energy,emp_841
SI_11244,OR_11244,item_11344,252,394.37,99381.24,L,Category B,Socket/Outlet plug,act,emp_2317
SI_11245,OR_11245,item_11345,185,467.74,86531.9,M,Category B,"Switches, LED Bulb, Cables, Main Switch, Ceiling Rose, Holders, Fan, Socket/Outlet plug",set,emp_1199
SI_11246,OR_11246,item_11346,774,88.61,68584.14,L,Category C,"Holders, Ceiling Rose",door,emp_1387
SI_11247,OR_11247,item_11347,335,924.7,309774.5,XL,Category C,"Fan, Switches, Main Switch",national,emp_1658
SI_11248,OR_11248,item_11348,831,896.22,744758.82,L,Category A,"Switches, Main Switch, Socket/Outlet plug, Holders, Fan, Ceiling Rose",door,emp_1230
SI_11249,OR_11249,item_11349,270,180.97,48861.9,M,Category B,"Cables, Fan, Main Switch, Holders, Ceiling Rose, LED Bulb",million,emp_594
SI_11250,OR_11250,item_11350,887,364.53,323338.11,L,Category A,"Cables, Main Switch",each,emp_468
SI_11251,OR_11251,item_11351,855,439.23,375541.65,S,Category A,"Fan, Cables, Holders",option,emp_272
SI_11252,OR_11252,item_11352,801,959.0,768159.0,L,Category A,"Switches, Ceiling Rose, Cables",few,emp_1795
SI_11253,OR_11253,item_11353,131,776.37,101704.47,L,Category C,"Switches, Main Switch",sign,emp_1683
SI_11254,OR_11254,item_11354,281,763.77,214619.37,XXL,Category C,"Cables, Main Switch, Socket/Outlet plug, Holders, Fan",floor,emp_2241
SI_11255,OR_11255,item_11355,794,846.75,672319.5,M,Category C,"Cables, Switches, Fan",radio,emp_2297
SI_11256,OR_11256,item_11356,960,56.97,54691.2,L,Category B,"Ceiling Rose, Cables, Holders, Switches, Socket/Outlet plug",more,emp_297
SI_11257,OR_11257,item_11357,912,511.34,466342.08,L,Category C,"Main Switch, Ceiling Rose, Cables, Fan, Holders, Switches, LED Bulb",work,emp_2283
SI_11258,OR_11258,item_11358,278,761.5,211697.0,XXL,Category A,"Holders, Cables, Switches",today,emp_587
SI_11259,OR_11259,item_11359,245,454.92,111455.4,S,Category A,Cables,sound,emp_734
SI_11260,OR_11260,item_11360,432,470.71,203346.72,XL,Category C,"Switches, Ceiling Rose, LED Bulb",shake,emp_631
SI_11261,OR_11261,item_11361,711,312.33,222066.63,L,Category B,"Main Switch, Holders, Switches, LED Bulb, Socket/Outlet plug, Fan",allow,emp_1271
SI_11262,OR_11262,item_11362,975,753.82,734974.5,L,Category C,"Holders, Fan, Cables, Ceiling Rose, Switches",easy,emp_1786
SI_11263,OR_11263,item_11363,480,961.33,461438.4,M,Category B,"Ceiling Rose, LED Bulb, Cables",certain,emp_2328
SI_11264,OR_11264,item_11364,737,558.53,411636.61,M,Category B,LED Bulb,eye,emp_730
SI_11265,OR_11265,item_11365,276,548.13,151283.88,XL,Category B,"Main Switch, Holders, LED Bulb, Ceiling Rose",financial,emp_1447
SI_11266,OR_11266,item_11366,685,104.34,71472.9,L,Category A,"Ceiling Rose, Socket/Outlet plug, Switches, Holders, Fan, Main Switch, LED Bulb",all,emp_1796
SI_11267,OR_11267,item_11367,707,777.93,549996.51,XXL,Category A,"Cables, LED Bulb, Fan",nothing,emp_1394
SI_11268,OR_11268,item_11368,536,433.09,232136.24,XL,Category B,"Cables, Ceiling Rose, Socket/Outlet plug, Main Switch",describe,emp_202
SI_11269,OR_11269,item_11369,167,425.03,70980.01,M,Category B,"Switches, LED Bulb, Fan, Cables, Socket/Outlet plug, Main Switch, Ceiling Rose",point,emp_1283
SI_11270,OR_11270,item_11370,645,293.85,189533.25,S,Category A,"Cables, Fan, Ceiling Rose",threat,emp_872
SI_11271,OR_11271,item_11371,398,259.35,103221.3,S,Category A,"Socket/Outlet plug, Cables",amount,emp_1028
SI_11272,OR_11272,item_11372,592,589.37,348907.04,XXL,Category C,"Socket/Outlet plug, Holders, Fan, Switches, Main Switch, Cables",once,emp_2295
SI_11273,OR_11273,item_11373,884,16.32,14426.88,XL,Category B,"Holders, Socket/Outlet plug, Fan, Ceiling Rose, Cables, Switches, LED Bulb, Main Switch",care,emp_2647
SI_11274,OR_11274,item_11374,323,192.87,62297.01,M,Category C,"Cables, Main Switch",hear,emp_1091
SI_11275,OR_11275,item_11375,929,395.13,367075.77,XL,Category C,"LED Bulb, Socket/Outlet plug, Holders, Ceiling Rose, Cables, Main Switch, Switches",history,emp_1089
SI_11276,OR_11276,item_11376,862,317.37,273572.94,S,Category C,"Holders, Main Switch, Fan, Socket/Outlet plug, Switches, Ceiling Rose, LED Bulb, Cables",poor,emp_1668
SI_11277,OR_11277,item_11377,858,344.96,295975.68,L,Category A,"Ceiling Rose, Cables, Fan, Switches, Socket/Outlet plug",happen,emp_1148
SI_11278,OR_11278,item_11378,957,449.9,430554.3,L,Category A,"Socket/Outlet plug, LED Bulb, Ceiling Rose, Main Switch, Cables, Fan",foreign,emp_2414
SI_11279,OR_11279,item_11379,478,42.88,20496.64,M,Category B,"Socket/Outlet plug, Ceiling Rose, Fan",visit,emp_2122
SI_11280,OR_11280,item_11380,514,45.45,23361.3,M,Category C,"Ceiling Rose, Holders, Fan",inside,emp_2161
SI_11281,OR_11281,item_11381,545,849.51,462982.95,XXL,Category C,"Ceiling Rose, Socket/Outlet plug, Holders, Fan, LED Bulb",attorney,emp_1027
SI_11282,OR_11282,item_11382,586,820.36,480730.96,XL,Category A,"Fan, Ceiling Rose, LED Bulb",writer,emp_1878
SI_11283,OR_11283,item_11383,425,187.02,79483.5,S,Category A,"LED Bulb, Fan, Switches, Main Switch",somebody,emp_2125
SI_11284,OR_11284,item_11384,271,265.78,72026.38,XL,Category A,"Switches, Ceiling Rose, LED Bulb, Main Switch",consumer,emp_881
SI_11285,OR_11285,item_11385,591,276.87,163630.17,S,Category B,Cables,less,emp_144
SI_11286,OR_11286,item_11386,978,988.49,966743.22,S,Category A,"Socket/Outlet plug, Ceiling Rose, Cables, LED Bulb, Holders, Fan, Switches",agreement,emp_1820
SI_11287,OR_11287,item_11387,360,355.81,128091.6,S,Category A,"LED Bulb, Switches, Fan",never,emp_1080
SI_11288,OR_11288,item_11388,446,87.54,39042.84,L,Category B,"Cables, Ceiling Rose, Switches, Fan, Main Switch",mention,emp_1313
SI_11289,OR_11289,item_11389,408,107.46,43843.68,L,Category A,"Ceiling Rose, Fan, Cables, LED Bulb, Main Switch, Switches, Socket/Outlet plug, Holders",individual,emp_646
SI_11290,OR_11290,item_11390,344,540.42,185904.48,XXL,Category C,"Switches, Ceiling Rose",show,emp_1625
SI_11291,OR_11291,item_11391,549,520.31,285650.19,L,Category C,Cables,affect,emp_2063
SI_11292,OR_11292,item_11392,157,921.06,144606.42,XXL,Category B,"LED Bulb, Cables, Ceiling Rose, Socket/Outlet plug, Holders",avoid,emp_1032
SI_11293,OR_11293,item_11393,355,968.25,343728.75,M,Category A,Holders,forget,emp_1748
SI_11294,OR_11294,item_11394,284,732.09,207913.56,XL,Category C,"Socket/Outlet plug, Switches, Cables, Fan, Holders, Ceiling Rose, LED Bulb, Main Switch",themselves,emp_687
SI_11295,OR_11295,item_11395,762,250.77,191086.74,L,Category B,"Cables, Socket/Outlet plug, LED Bulb, Fan, Ceiling Rose, Holders, Main Switch",magazine,emp_1725
SI_11296,OR_11296,item_11396,587,457.21,268382.27,M,Category C,"Switches, Cables, Ceiling Rose, Holders",experience,emp_2412
SI_11297,OR_11297,item_11397,585,190.43,111401.55,S,Category B,"Socket/Outlet plug, Fan, Main Switch, Switches, Cables, LED Bulb, Ceiling Rose",above,emp_927
SI_11298,OR_11298,item_11398,669,624.52,417803.88,XXL,Category A,"Socket/Outlet plug, Fan, Switches",where,emp_1324
SI_11299,OR_11299,item_11399,813,78.67,63958.71,XL,Category C,"Main Switch, Holders",apply,emp_1991
SI_11300,OR_11300,item_11400,632,673.36,425563.52,L,Category C,"Switches, Holders, Fan, Ceiling Rose, Socket/Outlet plug, Cables",arm,emp_1989
SI_11301,OR_11301,item_11401,492,503.23,247589.16,L,Category A,"Holders, Switches, Socket/Outlet plug, Ceiling Rose, LED Bulb, Main Switch, Fan",why,emp_485
SI_11302,OR_11302,item_11402,907,843.23,764809.61,XL,Category A,"LED Bulb, Ceiling Rose, Main Switch, Fan",seat,emp_2168
SI_11303,OR_11303,item_11403,527,931.43,490863.61,L,Category A,"LED Bulb, Holders, Socket/Outlet plug, Fan, Main Switch",five,emp_494
SI_11304,OR_11304,item_11404,837,713.99,597609.63,XXL,Category C,"Socket/Outlet plug, Holders, Fan, Cables, Main Switch, LED Bulb, Switches, Ceiling Rose",lose,emp_1241
SI_11305,OR_11305,item_11405,413,727.83,300593.79,L,Category B,"Holders, LED Bulb, Ceiling Rose",term,emp_1773
SI_11306,OR_11306,item_11406,594,399.32,237196.08,L,Category C,"Holders, LED Bulb, Ceiling Rose, Main Switch",ten,emp_1502
SI_11307,OR_11307,item_11407,168,148.32,24917.76,S,Category A,"Cables, Fan, Holders, Ceiling Rose, Switches",evidence,emp_2670
SI_11308,OR_11308,item_11408,753,25.6,19276.8,XXL,Category C,"Cables, Socket/Outlet plug, Ceiling Rose, Main Switch",hard,emp_2047
SI_11309,OR_11309,item_11409,629,173.55,109162.95,XL,Category B,"Main Switch, Ceiling Rose, Socket/Outlet plug",strong,emp_2665
SI_11310,OR_11310,item_11410,453,866.44,392497.32,S,Category B,"Ceiling Rose, Fan, Holders, Cables, Switches, Main Switch, LED Bulb",identify,emp_2625
SI_11311,OR_11311,item_11411,643,770.98,495740.14,L,Category A,Fan,present,emp_449
SI_11312,OR_11312,item_11412,193,87.47,16881.71,XL,Category B,"Cables, Switches, LED Bulb, Socket/Outlet plug, Holders, Ceiling Rose, Main Switch",serious,emp_1764
SI_11313,OR_11313,item_11413,793,333.09,264140.37,XL,Category C,"Socket/Outlet plug, Holders, LED Bulb, Fan, Cables, Switches, Ceiling Rose, Main Switch",hand,emp_2661
SI_11314,OR_11314,item_11414,280,751.85,210518.0,S,Category A,"Socket/Outlet plug, Holders",hundred,emp_1570
SI_11315,OR_11315,item_11415,917,893.17,819036.89,L,Category A,"Main Switch, Ceiling Rose, LED Bulb, Socket/Outlet plug",American,emp_2257
SI_11316,OR_11316,item_11416,697,929.87,648119.39,XL,Category A,"Cables, Holders, Ceiling Rose",strategy,emp_1922
SI_11317,OR_11317,item_11417,432,159.66,68973.12,M,Category C,"Cables, Fan, Main Switch, Ceiling Rose, LED Bulb, Holders, Socket/Outlet plug, Switches",fly,emp_727
SI_11318,OR_11318,item_11418,180,70.81,12745.8,S,Category C,"Fan, Cables, Main Switch, LED Bulb, Switches, Holders, Ceiling Rose, Socket/Outlet plug",whom,emp_1502
SI_11319,OR_11319,item_11419,285,954.29,271972.65,XXL,Category C,"Main Switch, Cables, Switches, LED Bulb, Fan",claim,emp_152
SI_11320,OR_11320,item_11420,547,566.29,309760.63,M,Category B,"Holders, Fan, Socket/Outlet plug, LED Bulb, Main Switch, Ceiling Rose, Switches, Cables",fact,emp_737
SI_11321,OR_11321,item_11421,945,327.33,309326.85,XXL,Category B,Holders,political,emp_1045
SI_11322,OR_11322,item_11422,483,35.32,17059.56,XXL,Category A,"Ceiling Rose, LED Bulb, Cables, Fan",effect,emp_2581
SI_11323,OR_11323,item_11423,528,815.0,430320.0,M,Category C,Ceiling Rose,fly,emp_1755
SI_11324,OR_11324,item_11424,374,129.83,48556.42,L,Category B,"Cables, Socket/Outlet plug, Main Switch, LED Bulb, Holders, Ceiling Rose, Switches",plan,emp_1278
SI_11325,OR_11325,item_11425,326,748.01,243851.26,S,Category C,"Socket/Outlet plug, Fan, LED Bulb, Main Switch, Holders, Ceiling Rose",other,emp_1804
SI_11326,OR_11326,item_11426,516,854.49,440916.84,L,Category A,"Holders, Ceiling Rose",data,emp_2014
SI_11327,OR_11327,item_11427,813,545.82,443751.66,XL,Category B,"LED Bulb, Switches, Main Switch, Socket/Outlet plug, Fan, Cables, Holders, Ceiling Rose",car,emp_1223
SI_11328,OR_11328,item_11428,117,846.03,98985.51,M,Category B,"Switches, Cables, Fan, Socket/Outlet plug, LED Bulb, Ceiling Rose, Holders, Main Switch",floor,emp_2083
