order_id,amount,profit,quantity,category,payment_method
OR_5938,333.23,47.57,10,Category B,Mobile Payment
OR_9429,175.08,22.9,7,Category B,Checks
OR_1592,486.01,85.91,9,Category C,EMI
OR_1590,29.94,13.14,4,Category B,EMI
OR_8524,286.0,62.28,9,Category B,Card
OR_7095,285.72,118.69,4,Category B,Mobile Payment
OR_7900,488.01,106.8,8,Category B,EMI
OR_2769,124.45,56.88,10,Category B,Mobile Payment
OR_565,101.5,20.15,2,Category A,EMI
OR_4812,131.34,60.51,9,Category C,COD
OR_1627,218.07,73.52,10,Category C,Card
OR_9081,350.96,146.22,3,Category B,Checks
OR_8549,289.51,42.98,6,Category A,EMI
OR_3163,174.74,81.19,7,Category B,Mobile Payment
OR_369,274.94,60.8,1,Category B,Mobile Payment
OR_5288,78.54,15.16,2,Category B,Card
OR_147,340.37,40.83,1,Category C,COD
OR_2790,377.75,142.18,10,Category C,EMI
OR_8478,162.53,58.59,2,Category A,Card
OR_4870,239.25,25.1,8,Category C,Checks
OR_6364,117.07,15.1,7,Category A,Card
OR_4495,69.93,29.77,8,Category A,Card
OR_2317,202.84,62.39,2,Category A,COD
OR_9168,481.39,79.42,2,Category A,Mobile Payment
OR_3649,147.57,33.95,5,Category C,Checks
OR_8779,164.2,37.02,3,Category A,Mobile Payment
OR_7411,20.52,9.96,5,Category B,Checks
OR_2709,181.33,53.95,2,Category C,Mobile Payment
OR_7126,53.55,5.37,10,Category C,Mobile Payment
OR_872,451.04,223.96,3,Category C,Mobile Payment
OR_2118,374.26,168.67,6,Category C,Mobile Payment
OR_375,399.37,173.81,8,Category B,COD
OR_5705,351.3,105.68,9,Category A,EMI
OR_3744,52.64,15.05,5,Category A,Checks
OR_2586,303.66,33.32,10,Category C,Mobile Payment
OR_2644,489.59,173.78,7,Category C,Card
OR_3258,172.51,59.11,6,Category A,Checks
OR_4387,236.64,77.65,10,Category B,Mobile Payment
OR_4108,92.63,12.21,3,Category C,EMI
OR_3006,496.45,58.43,6,Category C,EMI
OR_683,279.87,48.99,8,Category C,Checks
OR_5570,299.8,105.3,5,Category C,COD
OR_9044,28.84,12.39,4,Category A,EMI
OR_236,350.76,57.52,8,Category B,Mobile Payment
OR_939,477.26,112.92,9,Category B,Mobile Payment
OR_963,387.58,62.92,8,Category A,Mobile Payment
OR_914,229.99,95.29,8,Category B,COD
OR_9577,245.69,64.17,2,Category B,Card
OR_1263,197.99,47.39,7,Category A,COD
OR_1136,467.87,175.58,5,Category B,Card
OR_2663,150.18,55.44,6,Category C,Mobile Payment
OR_317,234.6,31.41,4,Category A,Checks
OR_5085,481.73,110.77,1,Category C,Mobile Payment
OR_2690,252.7,110.92,6,Category B,Mobile Payment
OR_6291,363.14,120.57,3,Category A,Checks
OR_1772,315.3,99.61,8,Category A,EMI
OR_7076,239.34,31.53,1,Category B,Card
OR_7902,61.51,9.11,6,Category B,Card
OR_2063,426.37,203.68,7,Category B,COD
OR_9493,439.15,189.85,1,Category C,Checks
OR_1838,189.61,88.56,5,Category C,EMI
OR_2620,401.07,153.4,3,Category A,EMI
OR_3950,222.67,34.01,5,Category A,EMI
OR_4760,498.3,156.3,6,Category B,EMI
OR_3162,98.66,35.92,3,Category C,EMI
OR_7920,53.27,22.92,7,Category B,Card
OR_8427,168.33,80.87,7,Category B,COD
OR_7708,382.73,172.8,6,Category C,Mobile Payment
OR_9457,280.16,39.34,2,Category C,Checks
OR_2433,280.02,48.22,5,Category C,Card
OR_9336,265.12,87.59,1,Category A,Mobile Payment
OR_9117,100.84,48.76,6,Category A,Card
OR_8967,389.34,176.53,8,Category C,Checks
OR_393,357.19,104.76,10,Category C,EMI
OR_2490,292.16,90.46,6,Category C,COD
OR_1418,346.91,132.99,1,Category A,Checks
OR_9380,212.47,29.66,9,Category B,Mobile Payment
OR_1476,438.3,170.06,4,Category C,EMI
OR_5937,156.57,39.4,6,Category C,Checks
OR_9695,438.91,52.77,5,Category B,Mobile Payment
OR_5111,255.61,118.1,9,Category C,Mobile Payment
OR_3560,130.17,16.11,4,Category B,Checks
OR_5938,324.77,82.4,5,Category C,COD
OR_7006,242.85,69.99,6,Category B,Mobile Payment
OR_9422,445.69,52.73,9,Category A,EMI
OR_5064,445.37,135.82,2,Category B,Checks
OR_5588,48.14,9.27,5,Category A,EMI
OR_522,209.45,76.89,2,Category A,Mobile Payment
OR_7933,445.16,74.54,9,Category C,EMI
OR_2091,405.14,87.61,7,Category C,Card
OR_754,333.25,95.2,9,Category C,COD
OR_7619,176.06,86.38,8,Category B,Card
OR_5963,268.18,130.4,5,Category B,Mobile Payment
OR_3410,15.18,6.7,1,Category B,Checks
OR_1449,459.14,184.35,3,Category C,COD
OR_7220,127.53,17.84,3,Category C,Mobile Payment
OR_1972,396.22,142.01,2,Category A,COD
OR_7439,482.18,160.95,4,Category B,Card
OR_7439,288.0,95.2,7,Category A,Card
OR_8644,497.6,50.12,9,Category A,Card
OR_1774,14.59,5.61,5,Category A,COD
OR_9052,270.25,40.96,1,Category C,Card
OR_5185,75.9,17.96,3,Category A,Card
OR_5988,313.26,97.6,9,Category B,Card
OR_1602,465.92,170.2,8,Category B,COD
OR_6777,33.4,6.06,10,Category A,EMI
OR_764,44.67,18.89,1,Category C,Checks
OR_6827,377.08,131.06,3,Category C,Checks
OR_1832,398.02,103.45,5,Category C,Card
OR_7224,252.37,29.66,4,Category C,Mobile Payment
OR_9115,354.89,50.09,2,Category A,Card
OR_640,111.66,33.91,3,Category C,Mobile Payment
OR_8236,210.74,31.95,8,Category C,COD
OR_7577,130.51,54.14,3,Category C,Checks
OR_750,193.57,89.07,6,Category A,Card
OR_1383,100.83,19.13,10,Category B,Card
OR_6827,321.5,108.85,9,Category A,EMI
OR_4294,369.72,75.97,8,Category A,EMI
OR_9644,327.99,59.42,4,Category C,Mobile Payment
OR_182,474.77,161.95,1,Category A,EMI
OR_8352,281.95,46.8,5,Category B,COD
OR_5135,27.31,9.67,8,Category A,Mobile Payment
OR_9504,372.56,115.52,8,Category B,Card
OR_591,335.6,124.31,9,Category A,EMI
OR_9432,160.15,51.52,1,Category B,COD
OR_2640,55.41,10.35,1,Category B,Card
OR_7595,343.07,86.98,2,Category C,COD
OR_7829,154.72,26.96,6,Category A,EMI
OR_88,252.76,73.4,8,Category C,Mobile Payment
OR_7,349.36,156.45,8,Category A,COD
OR_1854,297.91,138.81,8,Category B,Checks
OR_4835,299.67,137.68,10,Category A,Mobile Payment
OR_858,108.69,17.64,1,Category C,EMI
OR_6197,444.54,170.55,10,Category B,Checks
OR_137,158.44,56.65,7,Category C,Card
OR_3437,65.84,10.16,10,Category B,Card
OR_4223,190.37,71.06,3,Category C,Checks
OR_290,391.22,167.55,6,Category B,Mobile Payment
OR_4005,124.43,51.1,9,Category B,EMI
OR_9610,251.46,88.05,6,Category A,COD
OR_2942,285.16,119.95,8,Category C,Checks
OR_6861,312.1,48.58,9,Category C,Mobile Payment
OR_4051,239.08,40.94,7,Category C,Mobile Payment
OR_4784,222.91,23.51,2,Category C,Checks
OR_5434,231.99,97.61,3,Category A,EMI
OR_1380,305.5,71.73,10,Category B,Mobile Payment
OR_3639,180.21,22.93,2,Category C,EMI
OR_1673,118.61,27.69,6,Category C,Mobile Payment
OR_9437,390.52,82.69,2,Category B,Mobile Payment
OR_7890,306.21,49.33,9,Category B,Card
OR_1637,407.68,108.22,2,Category A,COD
OR_760,214.53,72.86,6,Category B,COD
OR_5966,179.07,77.27,9,Category B,Checks
OR_7587,46.49,20.7,3,Category C,EMI
OR_1336,50.88,7.81,6,Category B,Mobile Payment
OR_1763,376.17,117.26,9,Category C,Card
OR_7564,242.52,62.04,6,Category B,Mobile Payment
OR_4090,475.94,192.76,3,Category C,COD
OR_5396,14.28,6.92,1,Category B,EMI
OR_3686,445.33,150.86,6,Category C,Checks
OR_4138,188.14,85.1,4,Category A,COD
OR_1574,476.44,187.72,8,Category A,Mobile Payment
OR_379,338.62,95.02,3,Category A,Card
OR_7951,414.62,54.87,6,Category B,Checks
OR_6882,219.85,47.94,9,Category B,COD
OR_4643,166.71,74.57,8,Category A,Checks
OR_6692,164.81,37.15,5,Category C,EMI
OR_3318,326.3,121.66,8,Category C,EMI
OR_7687,387.33,100.87,1,Category C,COD
OR_2549,163.5,44.98,9,Category C,COD
OR_4216,133.46,13.39,5,Category C,Card
OR_822,176.3,74.23,6,Category A,Mobile Payment
OR_138,316.23,124.72,6,Category B,Checks
OR_240,222.08,76.34,9,Category C,Checks
OR_5519,405.73,74.54,8,Category C,Checks
OR_1376,273.71,111.71,3,Category C,Mobile Payment
OR_4540,165.41,57.54,5,Category B,Mobile Payment
OR_2106,137.32,20.26,4,Category A,Checks
OR_2853,379.8,50.81,4,Category C,COD
OR_9501,107.09,23.52,6,Category C,Card
OR_2675,76.78,13.54,1,Category C,Card
OR_5014,301.73,147.47,9,Category C,Mobile Payment
OR_7419,401.74,67.07,2,Category B,Card
OR_6876,354.72,69.7,4,Category A,COD
OR_4431,444.7,68.04,4,Category C,Card
OR_6535,449.88,125.06,4,Category C,Checks
OR_8836,161.5,36.51,9,Category B,Card
OR_8274,190.03,94.53,3,Category B,EMI
OR_7885,10.04,2.33,6,Category B,Checks
OR_3335,490.9,65.39,5,Category B,EMI
OR_3178,243.73,50.29,3,Category C,COD
OR_7354,378.95,54.18,2,Category C,Card
OR_5602,161.31,23.57,4,Category B,COD
OR_7067,221.89,68.06,10,Category C,Mobile Payment
OR_8531,61.26,13.77,8,Category A,EMI
OR_9555,468.51,107.54,2,Category C,COD
OR_2976,257.2,91.74,4,Category B,Mobile Payment
OR_223,380.14,112.88,5,Category B,EMI
OR_1607,464.41,99.02,10,Category A,COD
OR_6019,358.14,100.85,4,Category A,Mobile Payment
OR_5142,23.4,9.16,9,Category C,COD
OR_2395,70.73,12.98,4,Category C,COD
OR_108,196.67,38.23,9,Category B,EMI
OR_5102,225.29,67.7,5,Category A,COD
OR_8377,447.13,60.24,1,Category A,Checks
OR_6657,266.1,27.91,7,Category A,Card
OR_2383,148.84,45.49,4,Category B,Card
OR_1807,468.36,153.15,9,Category A,COD
OR_937,429.93,186.69,8,Category C,Mobile Payment
OR_201,219.9,74.97,2,Category A,COD
OR_523,86.19,20.17,2,Category B,Checks
OR_7443,419.72,120.11,9,Category C,COD
OR_4821,421.01,133.97,6,Category A,EMI
OR_7361,87.43,18.86,2,Category B,Mobile Payment
OR_4139,350.84,137.04,10,Category A,Card
OR_6570,249.15,115.97,10,Category B,Card
OR_2765,79.49,19.12,7,Category A,COD
OR_6445,231.26,85.11,8,Category B,Mobile Payment
OR_618,205.19,81.26,1,Category B,EMI
OR_9600,245.61,100.14,7,Category B,Mobile Payment
OR_943,270.45,39.65,9,Category A,COD
OR_4713,333.66,65.91,9,Category A,COD
OR_8842,299.95,60.68,4,Category B,Card
OR_4254,102.62,27.86,9,Category A,Card
OR_6387,189.58,80.39,2,Category A,EMI
OR_2687,312.91,103.51,1,Category B,Checks
OR_5913,115.83,21.13,10,Category B,Card
OR_3861,334.29,55.86,7,Category C,COD
OR_4872,478.07,207.17,2,Category C,Mobile Payment
OR_7639,470.17,166.19,9,Category C,Mobile Payment
OR_5907,16.72,7.04,5,Category C,Mobile Payment
OR_4608,236.45,33.02,7,Category A,EMI
OR_7323,25.39,9.03,5,Category C,COD
OR_3741,394.31,153.97,8,Category B,Checks
OR_4816,34.76,6.16,2,Category C,EMI
OR_8323,398.67,153.49,4,Category C,Mobile Payment
OR_9625,494.77,140.15,1,Category C,COD
OR_439,492.68,200.51,3,Category C,Card
OR_4009,143.42,31.81,6,Category C,Mobile Payment
OR_2144,487.64,185.52,5,Category C,EMI
OR_9329,290.49,65.78,3,Category C,Card
OR_7012,202.11,21.96,2,Category B,EMI
OR_8470,287.1,36.99,4,Category A,EMI
OR_391,219.33,91.24,7,Category B,Mobile Payment
OR_4203,377.07,106.3,6,Category C,Mobile Payment
OR_3262,490.75,72.54,1,Category A,Card
OR_9433,446.72,46.27,6,Category B,Mobile Payment
OR_7192,439.08,113.39,3,Category C,COD
OR_6417,169.8,51.46,10,Category A,Card
OR_2588,325.63,143.1,6,Category A,Checks
OR_7642,350.19,142.17,2,Category C,Checks
OR_6911,102.58,13.38,9,Category B,Mobile Payment
OR_5106,94.7,41.87,8,Category C,Checks
OR_5471,387.04,101.66,3,Category C,Mobile Payment
OR_8020,477.38,171.6,3,Category B,Card
OR_7475,373.37,184.87,3,Category C,EMI
OR_6471,228.05,71.06,7,Category B,EMI
OR_2653,16.37,3.29,6,Category C,Mobile Payment
OR_653,46.24,8.06,5,Category A,EMI
OR_897,404.25,159.68,10,Category C,Mobile Payment
OR_4530,91.45,27.74,6,Category B,Card
OR_8541,43.29,6.67,7,Category A,EMI
OR_1450,283.34,89.29,6,Category A,Checks
OR_6885,11.86,4.35,7,Category B,COD
OR_6410,210.5,26.92,10,Category B,Mobile Payment
OR_4795,52.58,7.7,9,Category C,EMI
OR_7064,469.52,204.5,5,Category C,Card
OR_7769,475.0,123.65,10,Category C,Mobile Payment
OR_7390,22.57,7.31,3,Category B,EMI
OR_9319,493.01,61.17,6,Category A,Card
OR_1522,343.38,163.97,7,Category C,EMI
OR_3183,186.78,90.87,9,Category B,Mobile Payment
OR_1986,109.52,36.97,8,Category B,Mobile Payment
OR_5510,361.71,82.06,10,Category A,Mobile Payment
OR_7029,206.39,85.76,4,Category A,Card
OR_360,419.46,192.01,8,Category C,Card
OR_6775,274.81,101.28,7,Category B,COD
OR_2997,405.07,136.42,4,Category C,Card
OR_2242,165.95,78.85,6,Category B,Checks
OR_5004,52.83,6.0,7,Category B,Checks
OR_2201,279.87,88.84,5,Category B,COD
OR_2241,16.43,5.28,2,Category C,COD
OR_6189,136.88,21.45,5,Category C,Checks
OR_4855,104.46,29.23,10,Category B,COD
OR_5742,191.96,55.48,10,Category A,Checks
OR_188,25.38,3.65,2,Category C,EMI
OR_718,25.82,12.2,9,Category B,EMI
OR_1875,241.54,34.6,2,Category C,Checks
OR_2598,82.08,11.15,4,Category B,Card
OR_7594,68.6,25.2,10,Category B,COD
OR_8455,104.5,24.02,3,Category B,Checks
OR_467,99.96,44.16,3,Category B,Card
OR_6369,99.13,13.74,9,Category C,Card
OR_1461,378.15,106.85,3,Category C,Checks
OR_522,157.74,67.61,7,Category C,Checks
OR_6491,269.68,96.88,1,Category B,COD
OR_7802,387.51,145.45,8,Category A,Mobile Payment
OR_1381,404.68,114.58,9,Category B,Checks
OR_3992,344.91,58.87,4,Category C,EMI
OR_2707,35.44,8.43,5,Category B,Mobile Payment
OR_9012,319.37,60.31,6,Category A,Mobile Payment
OR_138,476.16,67.57,7,Category B,Card
OR_3975,466.84,93.53,8,Category B,COD
OR_7495,233.53,52.55,4,Category B,Card
OR_7496,301.67,97.55,3,Category B,Card
OR_2860,436.46,45.04,8,Category B,EMI
OR_5743,418.34,190.43,9,Category B,Card
OR_9702,238.97,46.26,6,Category C,EMI
OR_4061,350.98,46.91,1,Category A,Mobile Payment
OR_8938,10.58,3.64,5,Category C,EMI
OR_6708,132.55,51.43,4,Category C,Mobile Payment
OR_4499,84.08,31.17,2,Category A,EMI
OR_4679,91.07,21.28,6,Category A,Mobile Payment
OR_4783,357.94,89.4,9,Category B,Mobile Payment
OR_8517,492.6,157.33,8,Category C,COD
OR_4969,414.43,120.08,2,Category A,EMI
OR_3143,112.4,24.95,10,Category C,Card
OR_7591,92.76,18.18,6,Category A,Mobile Payment
OR_7673,459.1,65.33,7,Category B,COD
OR_922,37.07,8.91,10,Category A,Card
OR_8018,327.91,74.65,9,Category B,EMI
OR_2290,105.8,26.86,3,Category A,COD
OR_2269,26.04,12.91,5,Category C,Card
OR_8887,410.99,90.69,10,Category A,Card
OR_4635,499.96,105.63,9,Category A,Checks
OR_8080,416.19,178.61,6,Category B,Mobile Payment
OR_4327,414.61,56.09,3,Category B,Mobile Payment
OR_1688,391.77,178.16,2,Category B,Mobile Payment
OR_633,111.04,40.1,3,Category B,Card
OR_5687,197.82,79.79,4,Category A,Card
OR_4200,372.68,178.99,5,Category B,COD
OR_1999,428.05,43.93,4,Category A,Mobile Payment
OR_4040,171.19,82.1,2,Category A,EMI
OR_4588,418.05,58.82,8,Category A,Checks
OR_9413,11.02,4.74,7,Category B,COD
OR_8921,20.71,4.35,10,Category A,EMI
OR_7762,142.55,51.85,5,Category A,Mobile Payment
OR_9134,317.93,51.66,7,Category C,EMI
OR_746,134.2,20.83,1,Category C,Card
OR_6314,341.07,84.47,2,Category B,Card
OR_6092,326.24,47.02,4,Category A,Card
OR_9018,83.57,28.17,9,Category A,Mobile Payment
OR_5482,85.09,22.96,10,Category C,Checks
OR_7694,170.65,18.34,8,Category B,Checks
OR_8515,244.91,84.19,3,Category C,EMI
OR_7884,328.65,100.37,5,Category C,COD
OR_2922,129.63,53.08,10,Category B,Mobile Payment
OR_7139,205.19,72.17,1,Category B,COD
OR_6779,390.26,182.01,4,Category B,COD
OR_1814,190.56,49.36,5,Category A,Mobile Payment
OR_3548,277.88,44.04,10,Category B,Card
OR_1460,74.0,24.0,8,Category C,COD
OR_8534,40.72,7.69,10,Category A,Checks
OR_9734,117.53,52.91,4,Category B,COD
OR_6511,337.28,163.67,1,Category B,EMI
OR_2174,480.82,139.47,10,Category B,Checks
OR_4934,290.49,137.6,2,Category C,Card
OR_6778,338.58,61.71,5,Category A,Mobile Payment
OR_662,459.5,126.1,4,Category A,Card
OR_984,208.26,77.21,5,Category B,Mobile Payment
OR_9030,25.85,6.48,4,Category C,COD
OR_4386,159.27,36.42,3,Category A,EMI
OR_4525,429.72,49.8,10,Category B,Checks
OR_7475,161.17,27.53,6,Category B,Checks
OR_6496,123.0,49.23,6,Category B,Mobile Payment
OR_6771,28.98,9.59,8,Category C,Mobile Payment
OR_5800,73.14,29.21,6,Category A,COD
OR_74,108.24,27.05,8,Category C,Card
OR_2613,260.07,119.6,3,Category B,COD
OR_9441,167.34,66.93,7,Category B,Mobile Payment
OR_345,105.32,43.88,8,Category A,EMI
OR_2813,31.41,5.89,2,Category B,COD
OR_3935,148.43,44.86,8,Category C,Checks
OR_364,274.63,38.29,5,Category B,Mobile Payment
OR_1395,76.49,8.78,2,Category B,EMI
OR_3109,228.55,94.89,9,Category C,Card
OR_5253,215.54,72.31,2,Category C,Checks
OR_4828,65.21,8.07,8,Category B,Mobile Payment
OR_7202,218.15,61.44,3,Category B,Checks
OR_1030,411.18,175.32,9,Category C,Mobile Payment
OR_2035,289.5,106.04,4,Category C,EMI
OR_8226,53.82,11.52,4,Category A,Checks
OR_9369,263.6,69.51,3,Category A,EMI
OR_8801,328.66,152.75,10,Category B,Mobile Payment
OR_2365,215.52,27.75,3,Category B,EMI
OR_1920,483.29,65.35,9,Category C,Checks
OR_1495,385.46,124.83,5,Category A,EMI
OR_3168,167.65,69.38,5,Category C,EMI
OR_2331,143.99,66.53,2,Category A,COD
OR_8158,330.42,98.52,8,Category B,COD
OR_7713,131.23,19.57,8,Category C,COD
OR_5499,491.93,231.35,6,Category C,EMI
OR_2375,126.95,27.39,3,Category C,EMI
OR_5462,431.24,152.75,5,Category A,EMI
OR_7307,480.01,67.08,7,Category C,Checks
OR_8088,66.17,17.32,4,Category B,Mobile Payment
OR_3162,359.92,145.02,1,Category C,Mobile Payment
OR_9133,345.29,135.58,3,Category B,Card
OR_776,102.48,10.93,5,Category B,COD
OR_6885,371.65,125.45,10,Category C,Mobile Payment
OR_4971,476.52,84.6,5,Category A,Checks
OR_7193,498.52,76.11,8,Category A,Checks
OR_9397,442.8,148.05,2,Category C,EMI
OR_336,233.7,82.8,1,Category C,Checks
OR_5567,223.9,96.0,7,Category A,COD
OR_1980,338.44,45.49,5,Category A,COD
OR_2196,379.73,178.68,7,Category B,Card
OR_2972,410.95,153.03,6,Category A,EMI
OR_54,207.4,37.11,7,Category B,Checks
OR_2239,172.92,50.27,7,Category B,EMI
OR_6817,127.12,33.31,4,Category A,Mobile Payment
OR_1688,229.21,80.78,4,Category A,Mobile Payment
OR_5597,381.45,55.19,7,Category A,EMI
OR_5326,361.98,145.62,2,Category C,Mobile Payment
OR_1803,419.43,129.32,10,Category C,Mobile Payment
OR_6556,387.42,118.82,8,Category B,COD
OR_4443,326.07,73.51,9,Category B,Card
OR_2556,424.53,187.71,1,Category B,Mobile Payment
OR_7936,215.26,62.6,5,Category A,Card
OR_1259,171.57,47.64,5,Category C,Card
OR_5040,360.05,178.5,6,Category C,Mobile Payment
OR_870,208.72,60.22,6,Category A,Checks
OR_2548,180.44,42.35,3,Category A,Card
OR_2557,137.67,66.24,6,Category C,Mobile Payment
OR_5274,483.77,83.43,3,Category C,Card
OR_3904,492.43,55.91,2,Category B,Mobile Payment
OR_3187,147.92,42.52,1,Category A,Card
OR_5108,36.09,12.8,6,Category C,Card
OR_8079,399.93,164.69,4,Category A,EMI
OR_8122,46.39,15.11,6,Category C,EMI
OR_5617,411.09,180.49,8,Category B,Checks
OR_6831,12.65,3.02,8,Category A,COD
OR_4541,45.08,10.09,5,Category B,Checks
OR_5478,186.7,41.29,4,Category C,EMI
OR_2674,497.72,211.49,3,Category B,Checks
OR_8549,469.67,234.15,6,Category B,Card
OR_5769,40.34,14.03,5,Category B,Checks
OR_2214,301.87,62.43,4,Category B,EMI
OR_2560,495.92,138.14,5,Category A,Checks
OR_8607,149.79,74.0,1,Category B,Card
OR_6650,106.31,31.68,8,Category A,Checks
OR_8121,209.64,62.7,1,Category A,Card
OR_593,111.06,53.98,7,Category A,Checks
OR_8155,449.08,224.37,7,Category C,EMI
OR_7803,420.37,118.0,4,Category A,Checks
OR_1858,126.36,30.0,10,Category A,Mobile Payment
OR_8792,364.18,49.72,4,Category A,COD
OR_8845,438.78,87.11,10,Category A,Card
OR_7633,208.62,104.0,7,Category A,EMI
OR_6046,101.37,34.89,7,Category B,Mobile Payment
OR_6680,492.77,112.77,2,Category C,COD
OR_8417,205.08,71.89,1,Category A,EMI
OR_7027,40.88,6.41,8,Category B,Checks
OR_4596,283.96,83.64,4,Category B,EMI
OR_7273,453.89,120.25,4,Category C,Checks
OR_697,407.5,172.91,9,Category C,COD
OR_8666,304.51,65.95,3,Category B,EMI
OR_8256,16.54,1.99,3,Category A,Mobile Payment
OR_3955,249.95,87.77,4,Category A,COD
OR_1870,356.3,177.73,6,Category A,Card
OR_4715,289.42,83.69,7,Category C,COD
OR_3908,146.0,22.32,1,Category B,Checks
OR_5635,253.02,81.04,5,Category B,COD
OR_4128,241.98,64.32,8,Category C,COD
OR_4097,18.2,5.63,9,Category A,Checks
OR_6643,414.75,194.91,7,Category C,COD
OR_8662,256.47,106.24,3,Category B,Mobile Payment
OR_1608,82.29,37.16,9,Category B,Card
OR_3168,155.25,49.95,6,Category A,Card
OR_1237,426.08,78.97,5,Category B,EMI
OR_8220,202.47,81.3,4,Category B,Mobile Payment
OR_6259,398.32,57.69,10,Category B,Mobile Payment
OR_7930,32.06,7.03,4,Category C,Mobile Payment
OR_3950,70.33,14.58,1,Category C,COD
OR_8120,255.78,62.2,2,Category B,COD
OR_7412,345.91,49.78,8,Category A,COD
OR_3222,62.07,18.92,3,Category C,Checks
OR_9197,456.08,201.17,9,Category B,COD
OR_3142,353.98,72.45,8,Category A,Card
OR_7934,487.64,148.41,4,Category C,Checks
OR_8591,358.6,130.29,2,Category C,Checks
OR_3752,403.51,120.38,9,Category C,EMI
OR_9649,431.17,121.34,1,Category A,Card
OR_7553,400.96,190.0,8,Category A,Mobile Payment
OR_5285,467.59,66.93,10,Category B,Card
OR_3445,36.95,10.19,2,Category C,EMI
OR_766,218.29,53.8,10,Category B,Mobile Payment
OR_7062,450.76,83.08,9,Category C,COD
OR_721,131.77,33.3,4,Category A,Mobile Payment
OR_303,139.14,43.01,3,Category A,Mobile Payment
OR_4791,385.48,182.13,6,Category B,EMI
OR_7467,406.89,85.31,9,Category A,COD
OR_2862,247.65,109.0,2,Category A,Card
OR_6014,420.74,171.83,4,Category C,Mobile Payment
OR_6498,176.12,79.03,8,Category B,Checks
OR_4484,184.86,55.03,1,Category B,Card
OR_6627,231.75,52.45,7,Category A,EMI
OR_6443,231.83,37.03,7,Category C,Mobile Payment
OR_2409,221.41,67.48,10,Category A,EMI
OR_3445,345.56,96.25,6,Category C,Checks
OR_6523,328.92,149.61,5,Category A,Card
OR_4271,423.14,100.34,10,Category A,EMI
OR_8783,391.53,107.64,9,Category A,COD
OR_238,369.75,90.13,9,Category C,Card
OR_6874,241.36,85.5,6,Category A,Mobile Payment
OR_8596,195.06,75.07,9,Category A,EMI
OR_758,339.87,140.01,9,Category C,Card
OR_9117,113.72,43.85,1,Category B,Checks
OR_6091,262.28,27.06,3,Category B,Mobile Payment
OR_826,410.24,113.11,1,Category B,Card
OR_5337,167.54,65.87,5,Category C,COD
OR_4324,350.56,38.66,10,Category C,Checks
OR_3454,120.13,12.6,7,Category B,EMI
OR_1135,358.53,137.2,1,Category C,Card
OR_1314,107.34,29.67,6,Category A,EMI
OR_1292,348.33,157.21,4,Category A,COD
OR_1110,439.19,70.24,3,Category B,Checks
OR_7370,218.92,56.26,10,Category C,Checks
OR_5122,273.35,37.69,3,Category C,Card
OR_6489,202.67,64.29,7,Category B,COD
OR_7291,298.43,106.67,1,Category B,EMI
OR_3529,228.81,23.21,3,Category A,EMI
OR_7765,447.45,139.67,2,Category A,Card
OR_9033,12.89,1.61,1,Category C,Checks
OR_7706,172.05,31.4,3,Category B,Mobile Payment
OR_8563,140.25,49.81,9,Category A,EMI
OR_3508,350.95,170.2,6,Category B,COD
OR_7272,167.73,74.69,1,Category B,Checks
OR_1460,439.22,49.04,7,Category B,Card
OR_400,303.91,109.2,2,Category C,Mobile Payment
OR_8999,176.63,48.35,10,Category A,Checks
OR_4989,289.9,33.68,7,Category C,Mobile Payment
OR_157,212.72,100.2,10,Category A,EMI
OR_5854,460.28,209.58,1,Category A,Card
OR_7670,150.6,70.44,9,Category A,Mobile Payment
OR_2887,434.58,135.52,1,Category C,Mobile Payment
OR_605,217.96,84.04,7,Category A,COD
OR_3334,441.49,115.11,4,Category C,Mobile Payment
OR_8665,260.82,103.86,3,Category B,Card
OR_2930,422.41,55.46,1,Category A,Mobile Payment
OR_5489,95.17,19.4,4,Category C,Mobile Payment
OR_6165,294.34,86.52,3,Category B,EMI
OR_5474,256.35,81.28,1,Category B,Card
OR_7392,137.21,25.81,8,Category A,Checks
OR_7884,317.61,140.51,7,Category A,EMI
OR_7407,494.85,176.52,2,Category A,Mobile Payment
OR_3379,488.46,52.66,2,Category A,Card
OR_5988,497.6,147.57,3,Category B,EMI
OR_7209,252.54,42.52,10,Category A,COD
OR_6455,198.86,88.75,9,Category B,Mobile Payment
OR_1890,320.92,46.45,2,Category C,COD
OR_9145,190.49,94.3,3,Category A,EMI
OR_8534,38.57,17.39,4,Category C,Checks
OR_7232,20.06,8.49,3,Category A,Card
OR_6287,477.73,154.29,6,Category B,Mobile Payment
OR_9632,40.48,14.34,7,Category C,Checks
OR_9375,54.83,7.63,1,Category C,Checks
OR_7932,267.74,34.97,6,Category C,Card
OR_1899,245.06,69.94,9,Category B,Checks
OR_6866,387.47,42.4,8,Category B,EMI
OR_3290,374.91,108.77,7,Category C,Card
OR_3688,58.59,23.52,1,Category C,Checks
OR_4873,371.37,156.68,9,Category B,EMI
OR_6307,459.09,85.79,6,Category B,EMI
OR_6572,300.18,142.45,4,Category C,Card
OR_8504,107.86,52.75,9,Category C,EMI
OR_2093,328.17,148.79,6,Category B,EMI
OR_7208,138.3,39.21,6,Category B,COD
OR_9129,137.1,34.25,4,Category B,Checks
OR_2492,296.88,123.27,2,Category B,EMI
OR_4399,218.58,99.17,8,Category B,Mobile Payment
OR_3988,48.21,9.7,9,Category A,EMI
